Target_Dev_Family,Target_Dev,BRAM_18K,DSP48E,FF,LUT,BRAM_18K_avail,DSP48E_avail,FF_avail,LUT_avail,BRAM_18K_RATIO,DSP48E_RATIO,FF_RATIO,LUT_RATIO,Target_CP,Estimated_CP,Clock_Uncertainty,DSP_BRAM_18K,DSP_DSP48E,DSP_FF,DSP_LUT,EXP_BRAM_18K,EXP_DSP48E,EXP_FF,EXP_LUT,FIFO_BRAM_18K,FIFO_DSP48E,FIFO_FF,FIFO_LUT,MEM_BRAM_18K,MEM_DSP48E,MEM_FF,MEM_LUT,MUX_BRAM_18K,MUX_DSP48E,MUX_FF,MUX_LUT,REG_BRAM_18K,REG_DSP48E,REG_FF,REG_LUT,MEM_WORDS_TOTAL,MEM_BITS_TOTAL,MEM_BANKS_TOTAL,MEM_TOTAL_TOTAL,MUX_INSIZE_TOTAL,MUX_BITWIDTH_TOTAL,MUX_TOTALBITS_TOTAL,mul_op_lut,mul_op_ff,mul_op_dsp,add_op_lut,add_op_ff,add_op_dsp,sub_op_lut,sub_op_ff,sub_op_dsp,or_op_lut,or_op_ff,or_op_dsp,and_op_lut,and_op_ff,and_op_dsp,xor_op_lut,xor_op_ff,xor_op_dsp,shl_op_lut,shl_op_ff,shl_op_dsp,lshr_op_lut,lshr_op_ff,lshr_op_dsp,ashr_op_lut,ashr_op_ff,ashr_op_dsp,ctlz_op_lut,ctlz_op_ff,ctlz_op_dsp,cttz_op_lut,cttz_op_ff,cttz_op_dsp,icmp_op_lut,icmp_op_ff,icmp_op_dsp,select_op_lut,select_op_ff,select_op_dsp,mul_sum,add_sum,sub_sum,or_sum,and_sum,xor_sum,shl_sum,lshr_sum,ashr_sum,ctlz_sum,cttz_sum,icmp_sum,select_sum,dexp_lut,dexp_ff,dexp_dsp,dexp_bram,ext_lut,ext_ff,ext_dsp,ext_bram,fsub_lut,fsub_ff,fsub_dsp,fsub_bram,srem_lut,srem_ff,srem_dsp,srem_bram,frem_lut,frem_ff,frem_dsp,frem_bram,dmul_lut,dmul_ff,dmul_dsp,dmul_bram,urem_lut,urem_ff,urem_dsp,urem_bram,fmul_lut,fmul_ff,fmul_dsp,fmul_bram,frecip_lut,frecip_ff,frecip_dsp,frecip_bram,dsqrt_lut,dsqrt_ff,dsqrt_dsp,dsqrt_bram,drem_lut,drem_ff,drem_dsp,drem_bram,others_lut,others_ff,others_dsp,others_bram,icmp_lut,icmp_ff,icmp_dsp,icmp_bram,fsqrt_lut,fsqrt_ff,fsqrt_dsp,fsqrt_bram,dsub_lut,dsub_ff,dsub_dsp,dsub_bram,ddiv_lut,ddiv_ff,ddiv_dsp,ddiv_bram,sub_lut,sub_ff,sub_dsp,sub_bram,lshr_lut,lshr_ff,lshr_dsp,lshr_bram,sdiv_lut,sdiv_ff,sdiv_dsp,sdiv_bram,dadd_lut,dadd_ff,dadd_dsp,dadd_bram,vectors_lut,vectors_ff,vectors_dsp,vectors_bram,frsqrt_lut,frsqrt_ff,frsqrt_dsp,frsqrt_bram,mux_lut,mux_ff,mux_dsp,mux_bram,fcmp_lut,fcmp_ff,fcmp_dsp,fcmp_bram,drecip_lut,drecip_ff,drecip_dsp,drecip_bram,add_lut,add_ff,add_dsp,add_bram,fdiv_lut,fdiv_ff,fdiv_dsp,fdiv_bram,dcmp_lut,dcmp_ff,dcmp_dsp,dcmp_bram,drsqrt_lut,drsqrt_ff,drsqrt_dsp,drsqrt_bram,fadd_lut,fadd_ff,fadd_dsp,fadd_bram,mul_lut,mul_ff,mul_dsp,mul_bram,udiv_lut,udiv_ff,udiv_dsp,udiv_bram,shl_lut,shl_ff,shl_dsp,shl_bram,ashr_lut,ashr_ff,ashr_dsp,ashr_bram,CP_lsynth,LUT_lsynth,FF_lsynth,DSP_lsynth,BRAM_lsynth,SRL_lsynth,CP_impl,SLICE_impl,LUT_impl,FF_impl,DSP_impl,BRAM_impl,SRL_impl
1,1,128,69,12915,21464,280,220,106400,53200,0.457142857142857,0.313636363636364,0.121381578947368,0.403458646616541,10,9.46,1.25,0,0,0,0,0,0,0,2827,0,0,0,0,128,0,200,32,0,0,0,3090,0,0,3837,0,51025,552,18,1632152,656,2604,7944,0,0,0,1033,0,0,75,0,0,200,0,0,72,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,0,0,396,0,0,0,670,54,88,9,68,0,0,0,0,0,1228,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.982,11689,9768,69,127,180,9.403,3732,10891,9415,69,127,141
2,3,128,50,27059,22831,270,240,126800,63400,0.474074074074074,0.208333333333333,0.21339905362776,0.360110410094637,1,5.5,0.12,0,0,0,0,0,0,0,2391,0,0,0,0,128,0,488,32,0,0,0,5012,0,0,5211,0,51025,552,18,1632152,1090,2604,8389,0,0,0,636,0,0,36,0,0,200,0,0,72,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,0,0,396,0,0,0,343,22,88,9,68,0,0,0,0,0,1228,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30970,39620,83,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.428,13828,21547,50,127,835,4.34,5108,12637,20638,50,127,549
0,0,128,69,21300,19349,1590,1260,728400,364200,0.080503144654088,0.054761904761905,0.029242174629325,0.053127402526085,3,3.32,0.38,0,0,0,0,0,0,0,2319,0,0,0,0,128,0,200,32,0,0,0,4631,0,0,5145,0,51025,552,18,1632152,1005,2636,8401,0,0,0,1033,0,0,75,0,0,98,0,0,18,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,0,0,396,0,0,0,670,54,88,9,68,0,0,0,0,0,1228,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,12360,18162,69,127,703,3.43,4882,11322,17420,69,127,477
2,3,128,69,12874,16582,270,240,126800,63400,0.474074074074074,0.2875,0.101529968454259,0.261545741324921,10,9.61,1.25,0,0,0,0,0,0,0,2827,0,0,0,0,128,0,200,32,0,0,0,3136,0,0,3894,0,51025,552,18,1632152,664,2604,7979,0,0,0,1033,0,0,75,0,0,200,0,0,72,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,0,0,396,0,0,0,670,54,88,9,68,0,0,0,0,0,1228,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.778,11621,9760,69,127,178,9.392,3761,10812,9403,69,127,139
2,3,128,50,27086,22803,270,240,126800,63400,0.474074074074074,0.208333333333333,0.213611987381703,0.359668769716088,2,5.5,0.25,0,0,0,0,0,0,0,2391,0,0,0,0,128,0,488,32,0,0,0,4984,0,0,5238,0,51025,552,18,1632152,1087,2604,8386,0,0,0,636,0,0,36,0,0,200,0,0,72,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,0,0,396,0,0,0,343,22,88,9,68,0,0,0,0,0,1228,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30970,39652,83,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.428,13865,21630,50,127,835,4.441,5094,12703,20766,50,127,550
2,3,128,69,19746,18678,270,240,126800,63400,0.474074074074074,0.2875,0.155725552050473,0.294605678233438,5,5.5,0.62,0,0,0,0,0,0,0,2827,0,0,0,0,128,0,200,32,0,0,0,4203,0,0,4679,0,51025,552,18,1632152,899,2604,8171,0,0,0,1033,0,0,75,0,0,200,0,0,72,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,0,0,396,0,0,0,670,54,88,9,68,0,0,0,0,0,1228,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.346,12020,16465,69,127,547,4.954,4353,11055,15797,69,127,392
0,0,128,69,10841,15955,1590,1260,728400,364200,0.080503144654088,0.054761904761905,0.014883305875892,0.043808347062054,10,9.17,1.25,0,0,0,0,0,0,0,2319,0,0,0,0,128,0,200,32,0,0,0,2880,0,0,3690,0,51025,552,18,1632152,607,2636,8015,0,0,0,1033,0,0,75,0,0,98,0,0,18,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,0,0,396,0,0,0,670,54,88,9,68,0,0,0,0,0,1228,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.101,11741,7590,69,127,163,9.198,4138,10918,7274,69,127,115
1,1,128,58,25500,26000,280,220,106400,53200,0.457142857142857,0.263636363636364,0.239661654135338,0.488721804511278,1,5.29,0.12,0,0,0,0,0,0,0,2391,0,0,0,0,128,0,488,32,0,0,0,5092,0,0,5231,0,51025,552,18,1632152,1110,2604,8409,0,0,0,636,0,0,36,0,0,200,0,0,72,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,0,0,396,0,0,0,343,22,88,9,68,0,0,0,0,0,1228,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34903,36480,99,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.444,13156,21225,58,127,869,4.391,4968,12053,20365,58,127,584
1,1,123,98,28479,30510,280,220,106400,53200,0.439285714285714,0.445454545454546,0.26765977443609,0.573496240601504,3,5.29,0.38,0,0,0,0,0,0,0,2756,0,0,0,0,123,0,136,19,0,0,0,5017,0,0,5740,0,35025,776,17,1467800,1097,3471,11369,0,0,0,974,0,0,75,0,0,200,0,0,64,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,428,0,0,0,625,54,88,8,68,0,0,0,0,0,1183,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.444,15702,25527,98,123,1748,4.337,5716,14093,24902,98,123,1111
0,0,123,92,36849,24493,1590,1260,728400,364200,0.077358490566038,0.073015873015873,0.050588962108732,0.067251510159253,1,3.32,0.12,0,0,0,0,0,0,0,1220,0,0,0,0,123,0,584,19,0,0,0,5340,0,0,5833,0,35025,776,17,1467800,1158,3471,11335,0,0,0,0,0,0,0,0,0,98,0,0,16,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,428,0,0,0,0,0,88,8,68,0,0,0,0,0,1183,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33802,53405,161,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.786,16298,26762,92,123,1768,2.803,6326,14682,26151,92,123,1119
3,4,123,114,12974,18356,650,600,202800,101400,0.189230769230769,0.19,0.063974358974359,0.181025641025641,10,8.42,1.25,0,0,0,0,0,0,0,2717,0,0,0,0,123,0,136,19,0,0,0,2613,0,0,4027,0,35025,776,17,1467800,601,3503,10859,0,0,0,935,0,0,75,0,0,200,0,0,64,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,428,0,0,0,593,54,88,8,68,0,0,0,0,0,1183,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.317,13678,9442,114,123,162,9.307,4472,12924,9208,114,123,115
1,1,123,98,30514,30703,280,220,106400,53200,0.439285714285714,0.445454545454546,0.286785714285714,0.577124060150376,2,5.29,0.25,0,0,0,0,0,0,0,2359,0,0,0,0,123,0,584,19,0,0,0,5227,0,0,5716,0,35025,776,17,1467800,1130,3471,11307,0,0,0,616,0,0,36,0,0,200,0,0,64,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,428,0,0,0,330,22,88,8,68,0,0,0,0,0,1183,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.444,16101,26297,98,123,1768,4.433,6090,14467,25638,98,123,1120
0,0,123,92,34078,24052,1590,1260,728400,364200,0.077358490566038,0.073015873015873,0.046784733662823,0.066040637012631,2,3.32,0.25,0,0,0,0,0,0,0,1510,0,0,0,0,123,0,584,19,0,0,0,5275,0,0,5816,0,35025,776,17,1467800,1142,3471,11319,0,0,0,290,0,0,0,0,0,98,0,0,16,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,428,0,0,0,137,0,88,8,68,0,0,0,0,0,1183,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32967,49573,161,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.801,16267,26608,92,123,1768,3.006,6264,14620,25976,92,123,1123
3,4,123,98,28874,23603,650,600,202800,101400,0.189230769230769,0.163333333333333,0.142376725838264,0.232771203155819,2,3.1,0.25,0,0,0,0,0,0,0,2717,0,0,0,0,123,0,584,19,0,0,0,4929,0,0,5585,0,35025,776,17,1467800,1112,3471,11289,0,0,0,935,0,0,75,0,0,200,0,0,64,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,428,0,0,0,593,54,88,8,68,0,0,0,0,0,1183,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.306,16029,25799,98,123,1768,3.339,5894,14415,25194,98,123,1120
3,4,123,114,17774,19057,650,600,202800,101400,0.189230769230769,0.19,0.087642998027613,0.187938856015779,5,4.64,0.62,0,0,0,0,0,0,0,2717,0,0,0,0,123,0,136,19,0,0,0,3248,0,0,4804,0,35025,776,17,1467800,740,3439,10935,0,0,0,935,0,0,75,0,0,200,0,0,64,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,428,0,0,0,593,54,88,8,68,0,0,0,0,0,1183,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.909,13737,13698,114,123,485,4.653,4634,12935,13414,114,123,327
3,4,123,114,25747,22433,650,600,202800,101400,0.189230769230769,0.19,0.126957593688363,0.221232741617357,3,3.1,0.38,0,0,0,0,0,0,0,2717,0,0,0,0,123,0,136,19,0,0,0,4472,0,0,5464,0,35025,776,17,1467800,1018,3439,11166,0,0,0,935,0,0,75,0,0,200,0,0,64,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,428,0,0,0,593,54,88,8,68,0,0,0,0,0,1183,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.651,15177,22280,114,123,1406,3.44,5537,13690,21743,114,123,905
1,1,123,114,23248,27823,280,220,106400,53200,0.439285714285714,0.518181818181818,0.218496240601504,0.522988721804511,5,5.29,0.62,0,0,0,0,0,0,0,2717,0,0,0,0,123,0,136,19,0,0,0,4190,0,0,5313,0,35025,776,17,1467800,899,3503,11173,0,0,0,935,0,0,75,0,0,200,0,0,64,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,428,0,0,0,593,54,88,8,68,0,0,0,0,0,1183,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,14345,19619,114,123,645,4.972,5121,13144,19127,114,123,462
1,1,123,114,15138,25566,280,220,106400,53200,0.439285714285714,0.518181818181818,0.142274436090226,0.480563909774436,10,9.37,1.25,0,0,0,0,0,0,0,2717,0,0,0,0,123,0,136,19,0,0,0,3054,0,0,4296,0,35025,776,17,1467800,654,3503,10944,0,0,0,935,0,0,75,0,0,200,0,0,64,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,428,0,0,0,593,54,88,8,68,0,0,0,0,0,1183,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.982,13607,11533,114,123,179,9.689,4667,12926,11298,114,123,139
2,3,123,99,31787,25478,270,240,126800,63400,0.455555555555556,0.4125,0.250686119873817,0.40186119873817,1,5.5,0.12,0,0,0,0,0,0,0,2359,0,0,0,0,123,0,584,19,0,0,0,5207,0,0,5681,0,35025,776,17,1467800,1125,3471,11302,0,0,0,616,0,0,36,0,0,200,0,0,64,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,428,0,0,0,330,22,88,8,68,0,0,0,0,0,1183,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.428,16702,26204,99,123,1674,4.127,6018,14935,25517,99,123,1057
2,3,123,114,15111,18871,270,240,126800,63400,0.455555555555556,0.475,0.119171924290221,0.297649842271293,10,9.56,1.25,0,0,0,0,0,0,0,2717,0,0,0,0,123,0,136,19,0,0,0,3108,0,0,4323,0,35025,776,17,1467800,659,3503,10980,0,0,0,935,0,0,75,0,0,200,0,0,64,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,428,0,0,0,593,54,88,8,68,0,0,0,0,0,1183,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.778,13665,11487,114,123,189,9.447,4444,12966,11250,114,123,149
2,3,123,114,23495,20883,270,240,126800,63400,0.455555555555556,0.475,0.185291798107256,0.329384858044164,5,5.5,0.62,0,0,0,0,0,0,0,2717,0,0,0,0,123,0,136,19,0,0,0,4241,0,0,5261,0,35025,776,17,1467800,912,3503,11186,0,0,0,935,0,0,75,0,0,200,0,0,64,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,428,0,0,0,593,54,88,8,68,0,0,0,0,0,1183,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.346,14268,19967,114,123,667,4.949,5126,13049,19467,114,123,478
